OuterAngleDeg,InnerAngleDeg,WorstExceedancePercent,RobustExceedancePercent,MedianExceedancePercent,MaximumIOverNDb,P95IOverNDb,PracticalPercentileIOverNDb,RobustAvailabilityPercent,RetaskDutyPercent,ShutdownDutyPercent,Feasible,PracticalFeasible,Score,SearchStage
0,0,0.860871980005554,0.860871980005554,0.374895862260483,14.3130244798061,-20.4041431341193,6.88159035492718,99.1391280199944,0,0,0,0,0,coarse
0.5,0,0.860871980005554,0.860871980005554,0.374895862260483,14.3130244798061,-20.4041431341193,6.88159035492718,99.1391280199944,0.0215169445938677,0,0,0,0.5,coarse
0.5,0.5,0.749791724520966,0.749791724520966,0.374895862260483,10.7458656000768,-20.4041431341193,4.23000009818433,99.250208275479,0,0.0215169445938677,0,0,1,coarse
1,0,0.860871980005554,0.860871980005554,0.374895862260483,14.3130244798061,-20.4041431341193,6.88159035492718,99.1391280199944,0.0673551863493489,0,0,0,1,coarse
1,0.5,0.749791724520966,0.749791724520966,0.374895862260483,10.7458656000768,-20.4041431341193,4.23000009818433,99.250208275479,0.0673551863493489,0.0215169445938677,0,0,1.5,coarse
1,1,0.638711469036379,0.638711469036379,0.277700638711469,6.60502538511048,-20.8803520161707,1.9062301264171,99.3612885309636,0,0.0673551863493489,0,0,2,coarse
2,0,0.860871980005554,0.860871980005554,0.374895862260483,14.3130244798061,-20.4041431341193,6.88159035492718,99.1391280199944,0.328133405056482,0,0,0,2,coarse
2,0.5,0.749791724520966,0.749791724520966,0.374895862260483,10.7458656000768,-20.4041431341193,4.23000009818433,99.250208275479,0.306616460462614,0.0215169445938677,0,0,2.5,coarse
2,1,0.638711469036379,0.638711469036379,0.277700638711469,6.60502538511048,-20.8803520161707,1.9062301264171,99.3612885309636,0.27972027972028,0.0673551863493489,0,0,3,coarse
2,2,0.36101083032491,0.36101083032491,0.0971952235490142,0.889289522624182,-21.7008085464977,-2.75133583244135,99.6389891696751,0,0.328133405056482,0,0,4,coarse
3,0,0.860871980005554,0.860871980005554,0.374895862260483,14.3130244798061,-20.4041431341193,6.88159035492718,99.1391280199944,0.522002694207454,0,0,0,3,coarse
3,0.5,0.749791724520966,0.749791724520966,0.374895862260483,10.7458656000768,-20.4041431341193,4.23000009818433,99.250208275479,0.522002694207454,0.0215169445938677,0,0,3.5,coarse
3,1,0.638711469036379,0.638711469036379,0.277700638711469,6.60502538511048,-20.8803520161707,1.9062301264171,99.3612885309636,0.454647507858105,0.0673551863493489,0,0,4,coarse
3,2,0.36101083032491,0.36101083032491,0.0971952235490142,0.889289522624182,-21.7008085464977,-2.75133583244135,99.6389891696751,0.218904355635384,0.328133405056482,0,0,5,coarse
3,3,0.36101083032491,0.36101083032491,0.0971952235490142,0.889289522624182,-22.0919782476294,-2.75133583244135,99.6389891696751,0,0.522002694207454,0,0,6,coarse
5,0,0.860871980005554,0.860871980005554,0.374895862260483,14.3130244798061,-20.4041431341193,6.88159035492718,99.1391280199944,1.11697350696004,0,0,0,5,coarse
5,0.5,0.749791724520966,0.749791724520966,0.374895862260483,10.7458656000768,-20.4041431341193,4.23000009818433,99.250208275479,1.11697350696004,0.0215169445938677,0,0,5.5,coarse
5,1,0.638711469036379,0.638711469036379,0.277700638711469,6.60502538511048,-20.8803520161707,1.9062301264171,99.3612885309636,1.04961832061069,0.0673551863493489,0,0,6,coarse
5,2,0.36101083032491,0.36101083032491,0.0971952235490142,0.889289522624182,-21.7008085464977,-2.75133583244135,99.6389891696751,0.813875168387966,0.328133405056482,0,0,7,coarse
5,3,0.36101083032491,0.36101083032491,0.0971952235490142,0.889289522624182,-22.0919782476294,-2.75133583244135,99.6389891696751,0.594970812752582,0.522002694207454,0,0,8,coarse
5,5,0.36101083032491,0.36101083032491,0.0971952235490142,0.889289522624182,-22.9048267601551,-2.75133583244135,99.6389891696751,0,1.11697350696004,0,0,10,coarse
10,0,0.860871980005554,0.860871980005554,0.374895862260483,14.3130244798061,-20.4041431341193,6.88159035492718,99.1391280199944,3.29226962181936,0,0,0,10,coarse
10,0.5,0.749791724520966,0.749791724520966,0.374895862260483,10.7458656000768,-20.4041431341193,4.23000009818433,99.250208275479,3.29226962181936,0.0215169445938677,0,0,10.5,coarse
10,1,0.638711469036379,0.638711469036379,0.277700638711469,6.60502538511048,-20.8803520161707,1.9062301264171,99.3612885309636,3.23847436656087,0.0673551863493489,0,0,11,coarse
10,2,0.36101083032491,0.36101083032491,0.0971952235490142,0.889289522624182,-21.7008085464977,-2.75133583244135,99.6389891696751,3.15778148367314,0.328133405056482,0,0,12,coarse
10,3,0.36101083032491,0.36101083032491,0.0971952235490142,0.889289522624182,-22.0919782476294,-2.75133583244135,99.6389891696751,2.96949809026844,0.522002694207454,0,0,13,coarse
10,5,0.36101083032491,0.36101083032491,0.0971952235490142,0.889289522624182,-22.9048267601551,-2.75133583244135,99.6389891696751,2.62520845661413,1.11697350696004,0,0,15,coarse
10,10,0.36101083032491,0.36101083032491,0.0971952235490142,0.889289522624182,-26.2787082795057,-2.75133583244135,99.6389891696751,0,3.29226962181936,0,0,20,coarse
15,0,0.860871980005554,0.860871980005554,0.374895862260483,14.3130244798061,-20.4041431341193,6.88159035492718,99.1391280199944,6.76744311151756,0,0,0,15,coarse
