outerAngleDeg,innerAngleDeg,worstExceedancePercent,robustExceedancePercent,maximumIOverNDb,practicalPercentileIOverNDb,robustAvailabilityPercent,retaskDutyPercent,shutdownDutyPercent,feasible,score
12,0,0.0833101916134407,0.0833101916134407,14.3683417736458,-6.80944068245916,99.9166898083866,0.735975576514202,0,1,12
