Time,AggregateInterferenceDbm,IOverNDb,DominantSatelliteIndex,VisibleSatelliteCount,EligibleCandidateCount,CandidateSatelliteCount,EffectiveContributorCount,PracticalSelectedIOverNDb
01-Aug-2026 01:36:04,-165.969604923628,-37.8626179771117,0,23,23,23,6,-37.8626179771117
01-Aug-2026 01:36:06,-167.202414333887,-39.0954273873714,0,24,24,24,5,-39.0954273873714
01-Aug-2026 01:36:08,-166.968898206942,-38.8619112604263,0,23,23,23,5,-38.8619112604263
01-Aug-2026 01:36:10,-166.940619313024,-38.8336323665081,0,24,24,24,5,-38.8336323665081
01-Aug-2026 01:36:12,-166.091661014454,-37.9846740679378,0,24,24,24,6,-37.9846740679378
01-Aug-2026 01:36:14,-165.82393023321,-37.7169432866937,0,24,24,24,4,-37.7169432866937
01-Aug-2026 01:36:16,-166.054818876319,-37.9478319298028,0,24,24,24,4,-37.9478319298028
01-Aug-2026 01:36:18,-165.675843364528,-37.5688564180121,0,24,24,24,4,-37.5688564180121
01-Aug-2026 01:36:20,-166.242090250286,-38.1351033037701,0,24,24,24,4,-38.1351033037701
01-Aug-2026 01:36:22,-166.394386070639,-38.2873991241227,0,24,24,24,5,-38.2873991241227
01-Aug-2026 01:36:24,-166.115604191708,-38.0086172451919,0,24,24,24,6,-38.0086172451919
01-Aug-2026 01:36:26,-166.449255469178,-38.3422685226621,0,24,24,24,5,-38.3422685226621
01-Aug-2026 01:36:28,-166.750800900457,-38.643813953941,0,24,24,24,6,-38.643813953941
01-Aug-2026 01:36:30,-166.696268699082,-38.589281752566,0,24,24,24,7,-38.589281752566
01-Aug-2026 01:36:32,-165.880689492447,-37.7737025459314,0,24,24,24,8,-37.7737025459314
01-Aug-2026 01:36:34,-166.314868091849,-38.2078811453332,0,24,24,24,8,-38.2078811453332
01-Aug-2026 01:36:36,-165.9367528663,-37.8297659197842,0,24,24,24,8,-37.8297659197842
01-Aug-2026 01:36:38,-165.344080062299,-37.2370931157836,0,24,24,24,8,-37.2370931157836
01-Aug-2026 01:36:40,-166.114937092744,-38.0079501462283,0,25,25,25,8,-38.0079501462283
01-Aug-2026 01:36:42,-165.669998813218,-37.5630118667025,0,26,26,26,10,-37.5630118667025
01-Aug-2026 01:36:44,-165.502423421446,-37.3954364749298,0,26,26,26,10,-37.3954364749298
01-Aug-2026 01:36:46,-164.896346584262,-36.7893596377457,0,25,25,25,9,-36.7893596377457
01-Aug-2026 01:36:48,-164.733539160197,-36.626552213681,0,25,25,25,7,-36.626552213681
01-Aug-2026 01:36:50,-164.28875839416,-36.1817714476438,0,25,25,25,7,-36.1817714476438
01-Aug-2026 01:36:52,-164.2322341948,-36.1252472482837,0,25,25,25,7,-36.1252472482837
01-Aug-2026 01:36:54,-163.960312442453,-35.8533254959375,0,25,25,25,7,-35.8533254959375
01-Aug-2026 01:36:56,-163.688595862032,-35.5816089155163,0,25,25,25,6,-35.5816089155163
