OuterAngleDeg,InnerAngleDeg,WorstExceedancePercent,RobustExceedancePercent,MedianExceedancePercent,MaximumIOverNDb,P95IOverNDb,PracticalPercentileIOverNDb,RobustAvailabilityPercent,RetaskDutyPercent,ShutdownDutyPercent,Feasible,PracticalFeasible,Score,SearchStage
0,0,1.91613440710914,1.91613440710914,1.72174396001111,30.496562207681,-16.2004461954027,26.5700433558274,98.0838655928909,0,0,0,0,0,coarse
0.5,0,1.91613440710914,1.91613440710914,1.72174396001111,30.496562207681,-16.2004461954027,26.5700433558274,98.0838655928909,0,0,0,0,0.5,coarse
0.5,0.5,1.91613440710914,1.91613440710914,1.72174396001111,30.496562207681,-16.2004461954027,26.5700433558274,98.0838655928909,0,0,0,0,1,coarse
1,0,1.91613440710914,1.91613440710914,1.72174396001111,30.496562207681,-16.2004461954027,26.5700433558274,98.0838655928909,0.016857720836143,0,0,0,1,coarse
1,0.5,1.91613440710914,1.91613440710914,1.72174396001111,30.496562207681,-16.2004461954027,26.5700433558274,98.0838655928909,0.016857720836143,0,0,0,1.5,coarse
1,1,1.86059427936684,1.86059427936684,1.72174396001111,30.496562207681,-16.2004461954027,26.5700433558274,98.1394057206332,0,0.016857720836143,0,0,2,coarse
2,0,1.91613440710914,1.91613440710914,1.72174396001111,30.496562207681,-16.2004461954027,26.5700433558274,98.0838655928909,0.0291273447512525,0,0,0,2,coarse
2,0.5,1.91613440710914,1.91613440710914,1.72174396001111,30.496562207681,-16.2004461954027,26.5700433558274,98.0838655928909,0.0291273447512525,0,0,0,2.5,coarse
2,1,1.86059427936684,1.86059427936684,1.72174396001111,30.496562207681,-16.2004461954027,26.5700433558274,98.1394057206332,0.0291273447512525,0.016857720836143,0,0,3,coarse
2,2,1.8328242154957,1.8328242154957,1.72174396001111,30.496562207681,-16.2004461954027,26.5700433558274,98.1671757845043,0,0.0291273447512525,0,0,4,coarse
3,0,1.86059427936684,1.86059427936684,1.70785892807553,30.496562207681,-16.2004461954027,25.1957024383601,98.1394057206332,0.151462192706513,0,0,0,3,coarse
3,0.5,1.86059427936684,1.86059427936684,1.70785892807553,30.496562207681,-16.2004461954027,25.1957024383601,98.1394057206332,0.151462192706513,0,0,0,3.5,coarse
3,1,1.80505415162455,1.80505415162455,1.70785892807553,30.496562207681,-16.2004461954027,25.1957024383601,98.1949458483755,0.151462192706513,0.016857720836143,0,0,4,coarse
3,2,1.7772840877534,1.7772840877534,1.70785892807553,30.496562207681,-16.2004461954027,25.1957024383601,98.2227159122466,0.12233484795526,0.0291273447512525,0,0,5,coarse
3,3,1.66620383226881,1.66620383226881,1.48569841710636,30.496562207681,-16.4873393715722,25.1957024383601,98.3337961677312,0,0.151462192706513,0,0,6,coarse
5,0,1.80505415162455,1.80505415162455,1.65231880033324,29.253051949507,-16.2004461954027,22.44319927058,98.1949458483755,0.359631377837716,0,0,0,5,coarse
5,0.5,1.80505415162455,1.80505415162455,1.65231880033324,29.253051949507,-16.2004461954027,22.44319927058,98.1949458483755,0.359631377837716,0,0,0,5.5,coarse
5,1,1.74951402388225,1.74951402388225,1.65231880033324,29.253051949507,-16.2004461954027,22.44319927058,98.2504859761177,0.342773657001573,0.016857720836143,0,0,6,coarse
5,2,1.72174396001111,1.72174396001111,1.65231880033324,29.253051949507,-16.2004461954027,22.44319927058,98.2782560399889,0.331535176444145,0.0291273447512525,0,0,7,coarse
5,3,1.55512357678423,1.55512357678423,1.45792835323521,29.253051949507,-16.4873393715722,22.44319927058,98.4448764232158,0.222612770943175,0.151462192706513,0,0,8,coarse
5,5,1.3051930019439,1.3051930019439,1.06914745903916,29.253051949507,-17.9503195083201,22.44319927058,98.6948069980561,0,0.359631377837716,0,0,10,coarse
10,0,1.58289364065537,1.58289364065537,1.41627325742849,29.253051949507,-16.2004461954027,19.6137932375048,98.4171063593446,0.884592852958407,0,0,0,10,coarse
10,0.5,1.58289364065537,1.58289364065537,1.41627325742849,29.253051949507,-16.2004461954027,19.6137932375048,98.4171063593446,0.884592852958407,0,0,0,10.5,coarse
10,1,1.52735351291308,1.52735351291308,1.41627325742849,29.253051949507,-16.2004461954027,19.6137932375048,98.4726464870869,0.884592852958407,0.016857720836143,0,0,11,coarse
10,2,1.49958344904193,1.49958344904193,1.41627325742849,29.253051949507,-16.2004461954027,19.6137932375048,98.5004165509581,0.872876391329818,0.0291273447512525,0,0,12,coarse
10,3,1.33296306581505,1.33296306581505,1.22188281033046,29.253051949507,-16.4873393715722,19.6137932375048,98.6670369341849,0.796719390743995,0.151462192706513,0,0,13,coarse
10,5,1.13857261871702,1.13857261871702,0.80533185226326,29.253051949507,-17.9503195083201,19.6137932375048,98.861427381283,0.57410661980082,0.359631377837716,0,0,15,coarse
10,10,0.833101916134407,0.833101916134407,0.388780894196057,29.253051949507,-19.3964535035462,19.6137932375048,99.1668980838656,0,0.884592852958407,0,0,20,coarse
15,0,1.41627325742849,1.41627325742849,1.19411274645932,13.0332200619116,-16.2004461954027,9.79955317533609,98.5837267425715,1.93405569148316,0,0,0,15,coarse
15,0.5,1.41627325742849,1.41627325742849,1.19411274645932,13.0332200619116,-16.2004461954027,9.79955317533609,98.5837267425715,1.93405569148316,0,0,0,15.5,coarse
15,1,1.3607331296862,1.3607331296862,1.19411274645932,13.0332200619116,-16.2004461954027,9.63360484206561,98.6392668703138,1.93405569148316,0.016857720836143,0,0,16,coarse
15,2,1.33296306581505,1.33296306581505,1.19411274645932,13.0332200619116,-16.2004461954027,9.63360484206561,98.6670369341849,1.90492834673191,0.0291273447512525,0,0,17,coarse
15,3,1.08303249097473,1.08303249097473,1.04137739516801,13.0332200619116,-16.4873393715722,9.11698847571065,98.9169675090253,1.78259349877665,0.151462192706513,0,0,18,coarse
15,5,0.888642043876701,0.888642043876701,0.624826437100805,13.0332200619116,-17.9503195083201,7.69847855073391,99.1113579561233,1.64278224397064,0.359631377837716,0,0,20,coarse
15,10,0.583171341294085,0.583171341294085,0.222160510969175,13.0332200619116,-19.3964535035462,6.68637035821258,99.4168286587059,1.13596644529885,0.884592852958407,0,0,25,coarse
15,15,0.222160510969175,0.222160510969175,0.0555401277422938,13.0332200619116,-21.3702745502895,6.68637035821258,99.7778394890308,0,1.93405569148316,0,0,30,coarse
20,0,1.44404332129964,1.44404332129964,1.08303249097473,11.7510793804706,-16.2521485104567,9.79955317533609,98.5559566787004,3.71082372130957,0,0,0,20,coarse
