ModelVersion,SiteId,Site,LatitudeDeg,LongitudeDeg,GoesAssignment,BoresightLongitudeDeg,AntennaDiameterM,FeedHeightAglM,GeodeticHeightM,MinimumElevationDeg,VisibilityConvention,GeographicZaRadiusKm,OuterRetaskDistanceKm,CarrierCount,CochannelBeamCount,MaximumScheduledCochannelBeamsPerSatellite,MeanProtectedCarrierDutyCycle,EmpiricalSidelobeCorrectionDb,BeamMaximumEirpDensityDbwPerMHz,ScanLossCompensated,OuterAngleDeg,InnerAngleDeg,WorstExceedancePercent,RobustExceedancePercent,RobustAvailabilityPercent,PracticalPercentileIOverNDbAtStrictAngles,MaximumIOverNDb,Feasible,ResultInterpretation,PracticalOuterAngleDeg,PracticalInnerAngleDeg,PracticalRobustExceedancePercent,PracticalRobustAvailabilityPercent,PracticalPercentileIOverNDb,PracticalMaximumIOverNDb,PracticalFeasible,PracticalResultInterpretation,RetaskDutyPercent,ShutdownDutyPercent,AdditionalAllSkyMuteDepthNeededDb,EstimatedTotalAllSkyMuteDepthDb
1.0.0,wallops_va_goes_backup,"Wallops, VA",37.94651,-75.4621,GOES Backup,-104.7,16.4,5,5,0,local geometric horizon (0-degree minimum LEO elevation),30,180,4,3,1,0.2,-18,30,1,45.5,1.5,0,0,100,-8.61720562439138,-7.02703159424269,1,Minimum searched ODS pair with zero modeled exceedance in every Monte Carlo run,42.5,0.5,0.0833101916134407,99.9166898083866,-6.68261045206671,11.4379128806316,1,Minimum searched ODS pair meeting 99.9-percent practical availability,19.8290789253198,0.0385972651080723,NaN,NaN
